cust_id,HHIncBand,AgeBrkt,Gdr,HomeOwn,FavSport
118053,Under35,18 to 24,F,tenant,Hockey
108094,150kplus,70,M,,Football
991079,Low,55-64,F,Owns,Soccer
108591,150kplus,18 to 24,M,tenant,
109123,35-75k,65+,M,owner,tennis
105060,35-75k,25-34,F,,Hockey
100665,Low,18 to 24,M,,Basketball
117061,35-75k,70,F,tenant,MMA
116460,150k+,45-54,F,tenant,golf
106248,150k+,65+,F,rent,golf
108137,0-35k,65+,M,rent,motorsport
103962,150k+,65+,M,owner,Baseball
110317,75to150,45-54,M,tenant,esports
107561,Low,65+,F,owner,
117658,Low,45-54,F,,esports
102258,75to150,35-44,F,own,tennis
108095,0-35k,35-44,M,tenant,Football
108670,35_75,55-64,M,own,tennis
119588,150k+,18 to 24,M,tenant,motorsport
106812,35_75,55-64,M,tenant,golf
119949,35_75,35-44,O,Owns,Baseball
101720,150k+,55-64,M,Owns,esports
110958,MedHigh,70,F,owner,Soccer
116764,35-75k,25_34,F,tenant,Football
117741,75-150k,25-34,M,own,esports
105544,150k+,25_34,M,Owns,motorsport
116843,HighIncome,70,M,Owns,
102123,35-75k,70,M,rent,Hockey
119495,Low,45-54,M,owner,esports
100764,35_75,25-34,M,own,esports
104484,35-75k,65+,M,rent,MMA
115378,150k+,25-34,F,,Basketball
109750,Under35,45-54,M,rent,
102129,35-75k,65+,M,rent,MMA
119774,Under35,25-34,M,own,Baseball
119591,150k+,35-44,F,own,Soccer
113786,MedHigh,18-24,F,own,Basketball
109304,Under35,45-54,F,,tennis
106409,150k+,55-64,F,,golf
107214,Low,55-64,F,owner,tennis
104317,150k+,55-64,F,Owns,motorsport
114492,0-35k,35-44,M,,tennis
117399,35-75k,35-44,M,,Soccer
101871,150kplus,25_34,F,rent,golf
115754,HighIncome,45-54,M,own,tennis
112560,35_75,18-24,M,tenant,Soccer
103655,HighIncome,65+,M,owner,
111840,35-75k,18 to 24,F,rent,Hockey
106936,75-150k,65+,F,Owns,MMA
104557,Low,25-34,M,rent,Baseball
117778,75to150,65+,F,,esports
112178,Under35,25_34,M,rent,Basketball
111250,75-150k,70,M,rent,esports
105461,0-35k,18 to 24,F,tenant,
105426,0-35k,25-34,M,own,MMA
117998,150k+,35-44,M,owner,Baseball
108889,0-35k,55-64,F,own,
117415,HighIncome,25_34,F,,MMA
107912,150kplus,55-64,M,tenant,Basketball
112464,MedHigh,65+,M,own,esports
119099,Low,70,M,own,
119686,150k+,18 to 24,M,own,Football
119401,MedHigh,25-34,F,Owns,Hockey
109664,Low,45-54,M,own,MMA
957467,Under35,18-24,M,tenant,Soccer
109860,75to150,45-54,M,own,
100522,75to150,70,M,tenant,
100121,35-75k,25_34,F,,motorsport
105343,MedHigh,18-24,M,,motorsport
115777,150k+,25_34,M,own,esports
117012,150kplus,35-44,M,Owns,Basketball
103239,75-150k,45-54,F,Owns,Hockey
116544,HighIncome,70,O,,Baseball
109968,35-75k,45-54,M,tenant,motorsport
104258,150kplus,18 to 24,M,Owns,Soccer
106123,150k+,35-44,F,own,motorsport
108093,35_75,55-64,F,,esports
104841,HighIncome,70,F,Owns,Soccer
119279,35-75k,18-24,F,owner,golf
112525,35_75,70,M,,golf
109431,MedHigh,18-24,F,Owns,motorsport
111420,35-75k,45-54,F,,golf
100767,0-35k,18 to 24,F,rent,Basketball
100895,Under35,35-44,M,own,Basketball
118674,Under35,25_34,M,own,Basketball
112510,75-150k,25_34,M,own,golf
104216,0-35k,65+,F,own,
119548,35_75,55-64,M,,
104066,75-150k,25_34,M,,MMA
117922,35-75k,25-34,M,,golf
102150,150kplus,65+,M,rent,MMA
102262,35_75,25-34,F,tenant,esports
103969,150k+,18-24,,,Hockey
118896,Under35,18 to 24,M,owner,MMA
104527,150k+,25_34,F,rent,Soccer
116246,Low,25-34,F,owner,esports
108340,35_75,18-24,M,rent,Basketball
115477,75-150k,18 to 24,M,Owns,Baseball
114238,150k+,18-24,F,Owns,golf
116876,HighIncome,45-54,M,Owns,Hockey
103598,150k+,65+,F,Owns,motorsport
105165,MedHigh,35-44,F,Owns,Football
116674,150k+,25-34,F,tenant,esports
109871,35_75,25_34,M,rent,Baseball
109667,MedHigh,35-44,M,tenant,Football
109339,0-35k,25-34,M,Owns,motorsport
105965,150kplus,25_34,F,,Baseball
104360,35-75k,18-24,M,tenant,Football
110593,150k+,25_34,M,own,Basketball
117885,MedHigh,25_34,F,Owns,motorsport
104665,Low,18 to 24,M,owner,Soccer
114733,150k+,65+,M,tenant,Football
102227,MedHigh,18-24,M,own,Hockey
104658,150kplus,55-64,M,owner,esports
117153,150kplus,35-44,F,own,Soccer
105953,Low,35-44,M,own,tennis
119760,35_75,70,M,tenant,Football
117811,Low,70,F,own,Soccer
110786,150kplus,65+,M,tenant,MMA
106621,35-75k,18 to 24,M,own,Basketball
117190,75to150,65+,F,owner,Basketball
117359,Low,65+,M,,Football
110165,35_75,45-54,M,tenant,Baseball
112173,150kplus,55-64,F,owner,Football
117740,0-35k,25_34,F,,
102190,150kplus,35-44,M,,Football
102067,35_75,70,M,rent,esports
104980,Low,70,M,tenant,Baseball
116068,MedHigh,35-44,M,own,motorsport
103030,75-150k,70,F,,Soccer
115500,Under35,35-44,F,tenant,MMA
110253,75-150k,25-34,M,,tennis
108834,0-35k,18-24,F,rent,golf
116706,150k+,45-54,M,,Baseball
114550,150k+,45-54,,own,Soccer
104238,35-75k,25-34,F,owner,Soccer
113072,150k+,25-34,F,rent,Baseball
101735,150k+,18-24,M,owner,golf
108099,Low,45-54,F,rent,Football
110143,Under35,45-54,M,,MMA
108557,75to150,25_34,M,,
106005,0-35k,25_34,M,owner,esports
102302,35_75,18 to 24,F,,golf
109991,Low,65+,O,own,MMA
105054,75to150,25-34,F,Owns,Baseball
113615,150k+,55-64,F,rent,MMA
103450,150kplus,25-34,F,own,Hockey
102592,MedHigh,25_34,F,own,tennis
104844,150kplus,18 to 24,M,Owns,Football
112389,150k+,25_34,F,tenant,esports
103637,150k+,25_34,M,,Baseball
108848,35_75,18-24,F,,MMA
117642,Low,45-54,M,owner,
111413,150k+,18 to 24,M,,MMA
111433,35_75,70,F,,MMA
112840,35-75k,18-24,M,rent,Soccer
111052,35_75,25_34,M,tenant,Baseball
110790,HighIncome,18-24,O,Owns,golf
110985,MedHigh,55-64,M,owner,Soccer
117551,150k+,18 to 24,F,rent,tennis
102157,HighIncome,45-54,F,tenant,motorsport
109396,75to150,65+,F,own,Basketball
114209,150kplus,55-64,F,,
116080,150kplus,18 to 24,M,tenant,golf
114632,150k+,18 to 24,F,Owns,Basketball
104501,35_75,25_34,M,rent,tennis
109437,150k+,70,F,rent,esports
107978,75-150k,25-34,F,,Basketball
108306,150kplus,25-34,M,owner,Hockey
104710,150kplus,35-44,F,owner,Hockey
106942,HighIncome,70,M,own,motorsport
105956,150kplus,65+,F,own,
118619,0-35k,25-34,F,owner,golf
117967,35-75k,70,F,,Hockey
103705,75to150,18 to 24,M,rent,Football
112461,35-75k,35-44,F,own,Hockey
105541,75to150,65+,F,owner,esports
117819,75to150,18 to 24,M,owner,Hockey
106906,150kplus,25_34,M,own,Football
106946,150k+,70,M,rent,esports
112495,150k+,65+,M,owner,Baseball
102441,MedHigh,25-34,M,,Soccer
118761,HighIncome,25-34,M,own,Soccer
115558,150k+,25_34,M,own,tennis
114151,35_75,65+,F,owner,
102724,Under35,18-24,M,rent,golf
118838,150kplus,18-24,F,,Baseball
100411,150kplus,45-54,M,rent,esports
114517,150k+,65+,F,,Hockey
111873,Under35,18-24,M,owner,Football
114001,Under35,35-44,F,Owns,Hockey
105135,Low,25_34,M,own,
108438,150kplus,70,M,rent,Football
111004,150k+,70,M,,esports
113188,75to150,65+,F,,golf
116810,Low,18-24,F,own,MMA
101057,35_75,18 to 24,F,own,tennis
118114,150kplus,25_34,O,own,Football
115717,Low,18 to 24,M,,MMA
105722,MedHigh,55-64,F,own,Baseball
113473,Under35,35-44,M,rent,golf
103035,HighIncome,18 to 24,M,,Soccer
118483,75to150,18 to 24,M,tenant,
101434,75to150,45-54,F,,Hockey
110871,MedHigh,18-24,F,,Basketball
103153,35-75k,25-34,M,own,Baseball
100576,Low,18-24,F,Owns,
115604,150k+,45-54,F,tenant,golf
109298,MedHigh,65+,F,,Baseball
117915,150k+,18 to 24,F,rent,motorsport
109853,150k+,70,M,tenant,Basketball
110246,0-35k,18-24,F,tenant,Baseball
117732,150k+,25_34,F,tenant,Football
113667,150k+,25-34,M,,Hockey
109300,35_75,55-64,F,,motorsport
103344,0-35k,65+,M,own,motorsport
100369,HighIncome,25-34,F,,Football
104837,Low,18 to 24,M,rent,
110119,MedHigh,25-34,F,,Baseball
107907,0-35k,25-34,F,tenant,Hockey
116795,35-75k,65+,M,rent,MMA
109650,Under35,18-24,F,rent,
100724,HighIncome,25-34,M,tenant,Basketball
110001,75to150,25_34,F,tenant,esports
112492,Low,65+,M,owner,Soccer
100495,75-150k,25-34,F,owner,
107801,150k+,55-64,F,owner,Hockey
916697,HighIncome,18-24,F,own,esports
101231,0-35k,18 to 24,F,,Hockey
117454,35_75,18 to 24,M,,Basketball
109185,HighIncome,55-64,F,rent,
118679,35_75,25-34,F,own,esports
107962,HighIncome,25_34,M,,Soccer
105234,0-35k,18 to 24,F,,Basketball
117377,150kplus,18-24,F,tenant,Basketball
965936,Under35,25-34,M,owner,motorsport
112152,Low,55-64,F,rent,
101845,HighIncome,55-64,F,,Basketball
114509,150k+,55-64,M,,Baseball
100622,150kplus,35-44,M,tenant,MMA
107667,35-75k,18-24,M,,esports
100278,75-150k,25_34,M,Owns,Basketball
115334,35_75,25-34,F,owner,Football
117798,150k+,70,F,Owns,Football
114500,0-35k,65+,M,Owns,esports
100148,Under35,55-64,M,rent,golf
103760,150k+,18-24,M,tenant,Hockey
973535,MedHigh,65+,M,rent,Basketball
100221,150k+,25-34,M,Owns,
116849,150kplus,70,,,tennis
115812,HighIncome,18-24,F,tenant,esports
100377,35_75,35-44,M,owner,Soccer
108004,150k+,18-24,M,owner,esports
104932,150k+,18-24,M,Owns,motorsport
115484,MedHigh,18 to 24,F,,Baseball
106574,150k+,18-24,F,,motorsport
115525,35_75,55-64,M,tenant,tennis
117651,Low,45-54,F,tenant,Basketball
116862,MedHigh,18 to 24,M,,Football
101948,150k+,18-24,F,Owns,Football
104222,0-35k,45-54,M,,Football
108464,0-35k,65+,F,rent,Soccer
101421,150k+,55-64,M,tenant,Football
106140,HighIncome,25_34,F,,esports
101387,150kplus,18 to 24,F,Owns,
113977,150k+,35-44,M,,Hockey
111904,MedHigh,18-24,M,tenant,Hockey
114393,MedHigh,45-54,M,,Hockey
118105,HighIncome,55-64,M,rent,Hockey
118568,35_75,55-64,F,Owns,Hockey
106139,150k+,18 to 24,M,rent,
101832,35-75k,25_34,M,,tennis
112008,75to150,25-34,M,owner,golf
115335,75to150,18 to 24,M,Owns,Football
118258,35-75k,45-54,F,tenant,Soccer
113713,HighIncome,70,M,,Baseball
115399,Under35,18-24,M,tenant,Football
119183,150k+,35-44,F,owner,MMA
105081,35-75k,18 to 24,M,,
985231,150kplus,45-54,M,rent,Basketball
111251,150kplus,25_34,F,own,golf
102297,75to150,65+,F,,Hockey
101518,35_75,65+,M,Owns,motorsport
119046,150k+,18-24,F,tenant,tennis
111440,Low,25-34,F,tenant,Hockey
110743,35-75k,70,F,own,Basketball
118294,Under35,25-34,M,,Soccer
112557,150kplus,18 to 24,F,rent,Soccer
106394,150k+,55-64,M,,Basketball
119198,150k+,65+,F,tenant,Soccer
116363,35-75k,65+,F,,Baseball
100918,Under35,55-64,M,own,esports
101761,35-75k,18 to 24,F,Owns,MMA
104511,150kplus,18-24,M,tenant,MMA
111027,75-150k,25-34,F,tenant,Hockey
119255,HighIncome,70,M,owner,MMA
110177,Under35,45-54,F,,tennis
112107,150k+,70,F,tenant,Football
101931,Low,55-64,M,own,Baseball
103210,75-150k,55-64,F,,esports
114175,0-35k,18-24,M,own,Hockey
116155,35_75,45-54,M,tenant,Football
107863,150k+,65+,M,,
115012,Under35,65+,M,rent,MMA
111368,150k+,18-24,,Owns,MMA
103672,0-35k,35-44,M,,esports
101848,Low,55-64,F,,Hockey
105933,35_75,25-34,M,rent,Baseball
117766,MedHigh,55-64,F,,Basketball
107953,0-35k,70,M,own,Basketball
112916,Under35,25-34,M,,esports
101401,Under35,45-54,M,own,motorsport
102738,35-75k,55-64,M,,Soccer
106074,MedHigh,35-44,F,Owns,
117027,150k+,70,M,,Hockey
102622,150kplus,35-44,F,,Soccer
107715,150k+,55-64,,tenant,Hockey
102083,Low,25-34,F,,tennis
101985,75to150,45-54,F,rent,tennis
108248,75to150,25_34,M,,MMA
103245,150k+,35-44,M,,
107900,75to150,65+,,Owns,esports
102334,75-150k,25_34,F,tenant,Baseball
112960,35-75k,70,F,Owns,esports
115475,Low,70,F,owner,Baseball
100982,75-150k,18 to 24,M,rent,MMA
113595,150k+,65+,F,rent,motorsport
104866,MedHigh,25-34,M,,Football
118022,MedHigh,18 to 24,M,tenant,Basketball
118413,Low,45-54,F,owner,tennis
108352,Low,35-44,M,rent,
106528,150kplus,35-44,M,,tennis
118031,75to150,25-34,F,Owns,motorsport
103483,Low,18-24,M,,MMA
100968,75to150,18 to 24,M,rent,esports
100331,150kplus,18-24,F,tenant,Baseball
105767,150kplus,35-44,F,owner,
100251,75-150k,65+,M,own,Basketball
113745,75to150,25-34,M,,motorsport
113415,35-75k,65+,M,owner,MMA
104154,35-75k,25-34,M,Owns,esports
101981,MedHigh,18 to 24,F,own,motorsport
112709,MedHigh,35-44,F,own,motorsport
117105,150k+,70,F,,
104167,35-75k,18 to 24,F,owner,Baseball
109573,150k+,25-34,F,owner,Soccer
102609,150kplus,70,M,,Football
105874,HighIncome,35-44,M,Owns,Football
113731,150k+,18-24,M,,tennis
100167,Low,35-44,M,owner,MMA
107627,0-35k,18 to 24,M,Owns,Football
115184,75to150,18-24,F,,Baseball
115523,75-150k,70,M,rent,Basketball
115644,HighIncome,18 to 24,M,rent,golf
111512,75-150k,35-44,M,own,Basketball
118675,0-35k,65+,M,tenant,Baseball
109382,150k+,65+,F,,MMA
106738,150kplus,65+,F,,esports
104345,35-75k,18-24,F,rent,motorsport
100096,HighIncome,18-24,M,tenant,Hockey
113179,75-150k,35-44,M,own,golf
105570,35-75k,70,M,tenant,golf
119886,Under35,35-44,M,owner,Hockey
106625,Under35,18 to 24,F,rent,
989380,0-35k,45-54,F,rent,Hockey
111372,150k+,35-44,M,tenant,Basketball
111118,75-150k,45-54,F,tenant,Baseball
113396,Under35,65+,M,tenant,golf
102284,150kplus,55-64,F,Owns,esports
105218,MedHigh,18-24,M,Owns,tennis
104361,HighIncome,70,M,rent,Basketball
111449,150k+,70,M,own,Hockey
106742,150kplus,65+,O,owner,Baseball
959548,35-75k,65+,M,owner,
104538,35-75k,70,M,,tennis
103741,150k+,25_34,F,own,
104405,35-75k,25_34,M,rent,tennis
117244,Low,25_34,M,,motorsport
101412,75to150,70,F,tenant,esports
100753,HighIncome,18-24,M,own,motorsport
103975,0-35k,35-44,F,tenant,golf
103816,Under35,65+,F,Owns,esports
117478,MedHigh,18 to 24,M,,esports
109736,150k+,18 to 24,M,Owns,MMA
100654,35-75k,25-34,M,own,tennis
107845,35_75,25-34,F,tenant,Baseball
108512,35_75,25-34,M,tenant,
106630,Under35,70,F,owner,Basketball
115941,75to150,25-34,M,,tennis
118751,75-150k,45-54,M,owner,tennis
113241,35-75k,65+,F,,MMA
103700,Under35,35-44,F,,Basketball
108105,35-75k,18 to 24,M,own,Basketball
117560,Low,35-44,F,own,motorsport
117134,Low,45-54,O,Owns,Baseball
101282,150k+,45-54,F,owner,MMA
113122,150k+,18 to 24,M,rent,Hockey
112491,MedHigh,35-44,F,tenant,
103488,35-75k,55-64,F,,Basketball
102033,0-35k,55-64,M,rent,motorsport
111193,35_75,18 to 24,M,,Soccer
114724,Low,35-44,F,owner,Hockey
119230,MedHigh,25_34,F,own,Hockey
111694,35_75,65+,F,rent,Baseball
106807,MedHigh,18-24,M,own,motorsport
115800,35-75k,70,F,owner,Basketball
118348,Low,65+,M,,MMA
104935,MedHigh,55-64,F,tenant,Basketball
116545,35-75k,70,M,rent,Football
109829,150k+,65+,M,own,tennis
100093,35_75,70,F,,MMA
114591,35_75,25_34,F,,tennis
114562,HighIncome,25_34,F,owner,Soccer
100017,0-35k,35-44,M,Owns,Basketball
107688,HighIncome,35-44,M,rent,
106991,HighIncome,55-64,F,owner,motorsport
114648,Under35,45-54,F,owner,Hockey
107004,35_75,25-34,F,rent,golf
108554,35-75k,55-64,F,,golf
111813,Under35,25-34,F,rent,Basketball
103515,150k+,25_34,F,own,Basketball
112337,Low,65+,M,,Basketball
117178,150k+,55-64,F,,Football
101169,150kplus,25-34,F,own,golf
107927,150k+,18-24,F,Owns,golf
107381,150k+,35-44,M,owner,
113232,75to150,18-24,F,Owns,Basketball
117826,Low,18 to 24,M,Owns,tennis
116274,0-35k,18 to 24,F,,
102964,150kplus,25_34,M,Owns,Hockey
113676,MedHigh,18-24,M,tenant,esports
110607,HighIncome,25_34,O,rent,golf
107223,150k+,25_34,,,Football
118054,75-150k,65+,M,Owns,esports
104868,HighIncome,18-24,F,rent,esports
105992,MedHigh,65+,F,Owns,golf
108169,150k+,70,M,,esports
101202,Under35,70,F,rent,Basketball
111914,75-150k,65+,M,tenant,Basketball
105787,35_75,45-54,M,Owns,motorsport
115836,HighIncome,25-34,M,rent,motorsport
101267,150k+,55-64,F,tenant,Soccer
103425,35-75k,35-44,O,tenant,motorsport
107383,150k+,25-34,M,,esports
110053,HighIncome,18-24,M,,Baseball
104227,35-75k,55-64,M,,motorsport
100683,Low,65+,F,tenant,MMA
111173,0-35k,55-64,F,,Football
932129,Under35,25_34,M,rent,Soccer
107258,150kplus,55-64,F,,esports
116847,150k+,55-64,F,own,tennis
109079,75-150k,25_34,F,own,MMA
101319,75to150,35-44,O,tenant,esports
110055,35-75k,18 to 24,F,,Baseball
110530,35_75,25-34,F,rent,Hockey
117009,150k+,18-24,M,rent,Baseball
116423,0-35k,65+,F,own,Soccer
100962,HighIncome,55-64,M,,motorsport
116406,75-150k,70,F,tenant,esports
100023,75-150k,70,O,,tennis
118757,0-35k,55-64,F,rent,golf
100352,0-35k,18 to 24,F,,MMA
104488,HighIncome,25_34,F,,motorsport
103680,0-35k,45-54,F,tenant,golf
101465,Low,55-64,M,Owns,Soccer
109928,75-150k,70,F,rent,Baseball
102797,35-75k,55-64,M,Owns,Baseball
100829,35-75k,55-64,F,owner,Football
108412,MedHigh,45-54,F,owner,Hockey
119084,75-150k,70,F,own,golf
113185,75to150,25-34,M,,tennis
106385,35_75,18 to 24,F,rent,Basketball
117406,150k+,25-34,F,,tennis
119115,35_75,55-64,F,owner,esports
103101,35-75k,18-24,M,owner,Baseball
103522,35-75k,45-54,M,,Basketball
104899,Low,35-44,,Owns,esports
113857,35_75,18-24,F,Owns,motorsport
117073,150k+,45-54,M,tenant,Baseball
108911,75to150,45-54,F,rent,esports
119739,150k+,25-34,M,,golf
104768,Under35,70,M,,motorsport
110087,MedHigh,25-34,M,,esports
116505,MedHigh,18-24,M,tenant,Soccer
103826,0-35k,18 to 24,M,tenant,MMA
111606,75-150k,25-34,M,,golf
100423,75to150,25_34,F,,
119320,150k+,18 to 24,F,Owns,motorsport
105346,35-75k,18-24,M,,Hockey
101859,150k+,55-64,M,owner,Soccer
109470,HighIncome,35-44,F,tenant,tennis
104577,0-35k,65+,M,Owns,Hockey
113998,MedHigh,18 to 24,M,owner,tennis
105807,75to150,65+,F,own,Soccer
103713,35_75,25-34,F,,Baseball
109433,35_75,70,M,rent,Basketball
110236,75to150,45-54,M,own,Football
106104,HighIncome,65+,F,,
105266,35_75,70,M,,MMA
955187,75to150,65+,M,rent,esports
104312,Low,65+,M,rent,Baseball
108253,Low,25_34,F,tenant,Football
110504,150k+,45-54,F,owner,Football
111786,Under35,35-44,M,,Soccer
114283,HighIncome,70,M,,MMA
113681,35_75,70,F,Owns,Hockey
117185,Low,25-34,,rent,
118338,150k+,25_34,F,owner,Soccer
118580,75to150,70,M,own,Hockey
118786,0-35k,25_34,M,own,
109828,75-150k,25-34,F,,motorsport
101849,35-75k,55-64,F,tenant,
113697,35_75,18 to 24,M,Owns,
101934,0-35k,18-24,F,,esports
103782,150kplus,25-34,F,,motorsport
119394,35-75k,35-44,F,tenant,MMA
116872,75-150k,55-64,F,rent,Soccer
112043,MedHigh,70,M,rent,Football
109850,35-75k,65+,F,tenant,Hockey
103340,Under35,25-34,F,,golf
101875,Under35,65+,M,rent,tennis
119514,35-75k,18-24,F,rent,Football
100713,Under35,25-34,F,rent,tennis
114076,35_75,65+,F,rent,tennis
102341,Low,65+,F,,Soccer
100871,150k+,18-24,F,own,Baseball
105415,0-35k,25-34,F,rent,
105768,150k+,55-64,M,,Football
106399,HighIncome,65+,M,Owns,
104423,150k+,35-44,M,owner,Hockey
115507,Under35,18 to 24,F,,MMA
103354,MedHigh,25-34,F,own,Football
103241,75-150k,35-44,M,rent,motorsport
100792,150kplus,18 to 24,F,Owns,Hockey
101442,75to150,55-64,O,,tennis
106925,0-35k,65+,M,owner,Baseball
119565,0-35k,25-34,M,,golf
102549,35-75k,25_34,M,own,tennis
117418,Under35,25-34,M,rent,
110556,HighIncome,18-24,M,own,
106656,150kplus,45-54,M,Owns,Football
119471,MedHigh,65+,M,tenant,Basketball
101257,150kplus,65+,F,own,Football
102662,75-150k,18 to 24,F,tenant,esports
100106,MedHigh,35-44,F,rent,MMA
119740,150kplus,70,M,Owns,
110357,Low,25-34,M,own,motorsport
112401,Under35,18 to 24,M,,motorsport
118132,MedHigh,70,M,owner,Baseball
118231,35_75,18 to 24,F,,Hockey
117824,150k+,65+,O,own,Soccer
100204,HighIncome,35-44,F,rent,golf
111692,HighIncome,25-34,M,tenant,Hockey
113302,150k+,65+,M,owner,Football
110891,Under35,45-54,F,,Football
117894,150kplus,55-64,F,owner,Hockey
119796,150k+,35-44,F,Owns,MMA
118431,Under35,25-34,F,rent,golf
101138,35-75k,70,M,,Soccer
103169,75to150,25_34,F,tenant,MMA
117109,150kplus,18 to 24,F,tenant,Hockey
104089,HighIncome,25_34,F,,Football
104005,75-150k,25_34,M,rent,MMA
104153,0-35k,35-44,M,tenant,tennis
101495,Under35,45-54,,,Basketball
116277,MedHigh,35-44,M,rent,golf
114908,Low,35-44,M,rent,esports
113516,MedHigh,65+,F,owner,MMA
107260,75-150k,18 to 24,F,own,Hockey
100113,35-75k,25_34,F,Owns,motorsport
119107,75-150k,18-24,M,owner,Baseball
114259,Low,55-64,M,,tennis
100778,75-150k,25_34,O,Owns,Hockey
107875,150kplus,55-64,F,owner,Baseball
108173,Low,25_34,F,rent,Baseball
924980,35-75k,70,M,own,Basketball
115461,Low,70,F,Owns,
118727,35-75k,18-24,M,rent,MMA
107241,75to150,55-64,F,,Football
103573,Low,70,M,,Football
115469,HighIncome,18 to 24,F,,Football
107928,MedHigh,70,M,own,Football
117054,35_75,35-44,M,tenant,MMA
112264,150k+,45-54,M,Owns,
111349,150k+,18 to 24,F,rent,esports
110409,75-150k,65+,F,Owns,motorsport
106416,75to150,65+,F,own,esports
106956,35_75,25-34,F,Owns,
100977,150k+,45-54,F,tenant,motorsport
107772,150k+,45-54,F,Owns,Football
105014,35_75,70,M,,Soccer
119850,150k+,18-24,F,tenant,Basketball
115549,35_75,65+,M,Owns,Baseball
117546,75to150,55-64,M,tenant,Baseball
111095,150k+,65+,F,owner,
105901,75to150,55-64,M,,Baseball
923426,0-35k,25-34,M,,
109170,Under35,25-34,F,owner,tennis
108488,75-150k,25-34,F,tenant,motorsport
105982,75to150,65+,M,Owns,Baseball
106107,35-75k,18 to 24,F,owner,Hockey
105685,150k+,35-44,F,tenant,Baseball
103893,Under35,55-64,M,own,motorsport
101689,HighIncome,25-34,F,,Basketball
119467,150k+,35-44,M,,motorsport
108475,150k+,18-24,,own,MMA
110097,35-75k,25-34,F,rent,esports
117137,150k+,35-44,F,tenant,motorsport
