ItemId,OrdId,EvtId,TktType,Sect,Rw,Seat,Price,Barcode
7000424,600206,EVT00079,youth,,E,16,4.47,B600206-3-550
7000425,600206,EVT00079,single,103,A,1,11.58,B600206-4-141
7000426,600207,EVT00014,single,101,B,23,194.43,B600207-1-655
7000427,600208,EVT00006,single,103,,22,159.74,B600208-1-482
7000428,600208,EVT00033,single,106,,3,74.5,B600208-2-598
7000429,600209,EVT00073,single,101,E,22,106.65,B600209-1-782
7000430,600210,EVT00034,single,105,,9,114.2,B600210-1-165
7000431,600210,EVT00070,single,,C,2,131.58,B600210-2-215
7000432,600211,EVT00057,single,,D,25,75.67,B600211-1-718
7000433,600212,EVT00054,single,101,A,19,16.08,B600212-1-600
7000434,600213,EVT00064,single,104,C,29,157.87,B600213-1-826
7000435,600213,EVT00006,single,105,,23,43.58,B600213-2-381
7000436,600214,EVT00011,vip,104,B,13,135.96,B600214-1-979
7000437,600215,EVT00034,single,104,B,25,190.76,B600215-1-815
7000438,600216,EVT00076,single,102,C,20,76.55,B600216-1-554
7000439,600217,EVT00070,single,102,B,14,109.64,B600217-1-386
7000440,600217,EVT00017,single,102,,19,119.8,B600217-2-356
7000441,600218,EVT00054,single,101,C,22,31.5,B600218-1-852
7000442,600218,EVT00029,single,106,D,16,48.5,B600218-2-526
7000443,600219,EVT00019,single,102,,25,78.09,B600219-1-970
7000444,600219,EVT00016,single,,E,9,30.77,B600219-2-838
7000445,600220,EVT00067,single,106,D,20,175.63,B600220-1-627
7000446,600220,EVT00021,single,105,C,24,39.19,B600220-2-456
7000447,600221,EVT00052,single,,A,8,9.37,B600221-1-227
7000448,600221,EVT00072,single,GA,E,,43.69,B600221-2-375
7000449,600222,EVT00008,single,103,C,27,126.23,B600222-1-914
7000450,600223,EVT00007,comp,105,B,17,0,B600223-1-118
7000451,600223,EVT00068,youth,101,,24,38.51,B600223-2-985
7000452,600224,EVT00057,single,,,28,21.16,B600224-1-781
7000453,600224,EVT00050,single,,E,13,34.46,B600224-2-920
7000454,600225,EVT00023,single,105,,11,125.3,B600225-1-228
7000455,600225,EVT00078,single,106,E,13,115.95,B600225-2-219
7000456,600226,EVT00054,single,,A,10,235.27,B600226-1-117
7000457,600227,EVT00016,single,104,B,28,83.31,B600227-1-538
7000458,600227,EVT00039,season,GA,D,,18.7,B600227-2-709
7000459,600227,EVT00017,youth,106,D,14,72.45,B600227-3-528
7000460,600228,EVT00070,single,103,A,10,51.49,B600228-1-367
7000461,600228,EVT00027,single,102,,30,9.7,B600228-2-108
7000462,600229,EVT00018,single,102,E,18,47.22,B600229-1-153
7000463,600229,EVT00055,season,103,A,10,11.59,B600229-2-111
7000464,600229,EVT00031,single,GA,B,,46.13,B600229-3-580
7000465,600229,EVT00052,youth,106,B,5,37.43,B600229-4-512
7000466,600230,EVT00063,season,106,A,2,46.56,B600230-1-238
7000467,600230,EVT00038,season,106,B,21,100.93,B600230-2-407
7000468,600231,EVT00072,youth,GA,B,,9.18,B600231-1-160
7000469,600231,EVT00011,single,106,D,9,9.5,B600231-2-365
7000470,600232,EVT00028,single,106,,12,163.53,B600232-1-521
7000471,600233,EVT00071,single,102,E,14,12.42,B600233-1-512
7000472,600233,EVT00069,youth,GA,A,,17.52,B600233-2-716
7000473,600234,EVT00001,youth,104,,24,6.94,B600234-1-138
7000474,600234,EVT00023,single,106,A,2,22,B600234-2-998
7000475,600235,EVT00051,single,101,D,10,45.45,B600235-1-418
7000476,600236,EVT00011,single,101,C,6,145.31,B600236-1-157
7000477,600237,EVT00062,single,106,E,4,72.89,B600237-1-554
7000478,600238,EVT00072,single,103,E,7,53.77,B600238-1-246
7000479,600238,EVT00002,single,104,A,19,52.93,B600238-2-714
7000480,600238,EVT00024,single,101,A,15,85.23,B600238-3-907
7000481,600238,EVT00019,single,102,E,22,43.24,B600238-4-302
7000482,600239,EVT00001,single,GA,E,,204.21,B600239-1-865
7000483,600240,EVT00010,single,106,A,19,13.58,B600240-1-903
7000484,600240,EVT00059,single,,B,27,64,B600240-2-302
7000485,600240,EVT00052,single,GA,,,36.62,B600240-3-357
7000486,600240,EVT00045,single,103,B,12,78.08,B600240-4-126
7000487,600241,EVT00052,youth,,D,21,91.48,B600241-1-802
7000488,600242,EVT00049,single,105,C,29,58.89,B600242-1-717
7000489,600242,EVT00022,single,105,D,27,68.91,B600242-2-857
7000490,600243,EVT00066,single,103,A,13,61.09,B600243-1-705
7000491,600243,EVT00025,single,102,D,18,109.44,B600243-2-506
7000492,600244,EVT00068,single,,,3,102.9,B600244-1-991
7000493,600244,EVT00031,single,102,,16,124.38,B600244-2-300
7000494,600245,EVT00080,single,,D,26,87.33,B600245-1-367
7000495,600245,EVT00003,single,104,D,14,113.49,B600245-2-266
7000496,600246,EVT00055,single,,D,29,11.12,B600246-1-671
7000497,600246,EVT00011,single,,B,25,11.54,B600246-2-495
7000498,600247,EVT00033,single,102,,2,40,B600247-1-327
7000499,600247,EVT00033,single,106,C,10,166.43,B600247-2-296
7000500,600248,EVT00061,single,GA,,,54.38,B600248-1-916
7000501,600248,EVT00020,single,106,,23,48.08,B600248-2-174
7000502,600248,EVT00002,single,103,D,28,95.33,B600248-3-643
7000503,600249,EVT00023,single,104,C,17,55.44,B600249-1-877
7000504,600249,EVT00034,youth,105,E,1,35.04,B600249-2-798
7000505,600250,EVT00062,single,103,B,22,108.3,B600250-1-157
7000506,600251,EVT00073,single,101,A,19,14.07,B600251-1-956
7000507,600251,EVT00052,single,106,D,16,12.72,B600251-2-997
7000508,600251,EVT00078,single,104,D,20,22.89,B600251-3-159
7000509,600252,EVT00054,comp,104,E,4,0,B600252-1-860
7000510,600252,EVT00043,single,104,C,6,119.75,B600252-2-482
7000511,600253,EVT00047,vip,,D,1,-124.21,B600253-1-599
7000512,600254,EVT00036,season,103,D,22,39.02,B600254-1-621
7000513,600254,EVT00035,single,,C,5,45.42,B600254-2-821
7000514,600255,EVT00060,single,103,A,7,48.3,B600255-1-626
7000515,600255,EVT00028,season,GA,,,24.63,B600255-2-947
7000516,600256,EVT00038,single,103,E,18,57.41,B600256-1-263
7000517,600256,EVT00042,season,GA,,,42.3,B600256-2-764
7000518,600256,EVT00059,single,106,B,20,46.99,B600256-3-676
7000519,600256,EVT00070,single,106,D,11,51.59,B600256-4-999
7000520,600257,EVT00068,single,101,,14,24.08,B600257-1-199
7000521,600257,EVT00041,single,,A,15,24.15,B600257-2-602
7000522,600258,EVT00022,single,,B,8,18.86,B600258-1-834
7000523,600259,EVT00004,youth,106,B,21,60.01,B600259-1-693
7000524,600260,EVT00067,single,106,E,30,78.12,B600260-1-443
7000525,600261,EVT00072,single,101,B,28,218.07,B600261-1-880
7000526,600262,EVT00039,single,106,C,22,204.76,B600262-1-348
7000527,600263,EVT00030,single,106,,19,38.25,B600263-1-975
7000528,600264,EVT00059,vip,,B,11,86.28,B600264-1-352
7000529,600264,EVT00029,single,105,E,6,54.94,B600264-2-605
7000530,600264,EVT00002,single,,,30,75.5,B600264-3-263
7000531,600264,EVT00016,single,106,E,20,17.04,B600264-4-790
7000532,600265,EVT00004,youth,103,B,18,115.98,B600265-1-693
7000533,600266,EVT00019,single,102,A,23,88.16,B600266-1-795
7000534,600266,EVT00035,single,104,A,13,133.79,B600266-2-502
7000535,600267,EVT00009,single,106,C,18,28.14,B600267-1-372
7000536,600267,EVT00016,single,104,,26,57.33,B600267-2-640
7000537,600268,EVT00009,single,105,A,8,4.58,B600268-1-395
7000538,600268,EVT00059,single,106,D,12,3.91,B600268-2-171
7000539,600268,EVT00080,youth,101,C,13,18.04,B600268-3-783
7000540,600269,EVT00043,single,104,D,20,21.76,B600269-1-652
7000541,600269,EVT00021,vip,105,E,25,14.72,B600269-2-550
7000542,600269,EVT00039,single,105,,26,3.91,B600269-3-592
7000543,600270,EVT00024,single,105,C,21,50.47,B600270-1-673
7000544,600270,EVT00003,single,105,A,20,122.24,B600270-2-830
7000545,600271,EVT00058,vip,102,D,9,189.99,B600271-1-853
7000546,600272,EVT00009,single,101,A,22,150.25,B600272-1-452
7000547,600273,EVT00055,single,102,A,17,131.22,B600273-1-125
7000548,600274,EVT00005,single,102,B,22,39.8,B600274-1-479
7000549,600274,EVT00066,vip,104,A,22,26.98,B600274-2-147
7000550,600274,EVT00014,single,,B,30,31.71,B600274-3-634
7000551,600275,EVT00036,single,101,,16,25.98,B600275-1-698
7000552,600275,EVT00004,single,103,A,8,28.82,B600275-2-143
7000553,600275,EVT00073,single,GA,B,,91.4,B600275-3-610
7000554,600276,EVT00021,single,101,C,18,228.72,B600276-1-993
7000555,600277,EVT00041,single,103,A,6,38.46,B600277-1-510
7000556,600277,EVT00078,single,106,A,19,79.29,B600277-2-527
7000557,600277,EVT00006,vip,103,A,2,48.05,B600277-3-608
7000558,600278,EVT00059,single,GA,D,,127.06,B600278-1-745
7000559,600279,EVT00029,youth,101,E,12,129.77,B600279-1-100
7000560,600279,EVT00040,single,,E,7,79.94,B600279-2-632
7000561,600280,EVT00004,single,106,C,17,48.77,B600280-1-974
7000562,600281,EVT00002,single,105,,26,137.26,B600281-1-734
7000563,600282,EVT00078,single,,B,17,27.54,B600282-1-300
7000564,600282,EVT00042,single,GA,E,,17.52,B600282-2-212
7000565,600283,EVT00050,single,103,A,7,201.3,B600283-1-486
7000566,600284,EVT00039,single,106,,20,4.84,B600284-1-786
7000567,600284,EVT00077,single,GA,,,20.81,B600284-2-839
7000568,600284,EVT00025,single,GA,C,,14.42,B600284-3-654
7000569,600284,EVT00051,youth,101,D,20,4.15,B600284-4-565
7000570,600285,EVT00049,single,105,E,5,91.8,B600285-1-556
7000571,600285,EVT00050,single,105,E,24,33.17,B600285-2-918
7000572,600286,EVT00077,single,101,,5,44.65,B600286-1-463
7000573,600286,EVT00001,single,101,D,8,44.76,B600286-2-722
7000574,600287,EVT00079,season,102,B,1,21.59,B600287-1-402
7000575,600287,EVT00042,single,102,C,19,96.75,B600287-2-348
7000576,600287,EVT00059,single,101,E,30,93.93,B600287-3-233
7000577,600287,EVT00073,youth,106,B,30,27.78,B600287-4-687
7000578,600288,EVT00062,single,103,B,7,88.12,B600288-1-884
7000579,600288,EVT00058,single,104,B,4,27.53,B600288-2-890
7000580,600288,EVT00069,youth,103,,22,58.36,B600288-3-883
7000581,600289,EVT00013,single,103,A,22,3.31,B600289-1-258
7000582,600289,EVT00076,youth,102,,9,9.82,B600289-2-291
7000583,600289,EVT00015,single,104,D,18,7.52,B600289-3-350
7000584,600290,EVT00048,single,GA,,,36.76,B600290-1-854
7000585,600290,EVT00041,single,GA,E,,44.94,B600290-2-601
7000586,600291,EVT00026,vip,103,B,15,20.74,B600291-1-742
7000587,600291,EVT00038,season,102,C,24,10.49,B600291-2-215
7000588,600291,EVT00021,single,104,B,1,8.75,B600291-3-876
7000589,600291,EVT00014,season,102,E,30,13.1,B600291-4-621
7000590,600291,EVT00071,season,101,C,18,13.58,B600291-5-460
7000591,600292,EVT00056,single,104,A,4,45.84,B600292-1-449
7000592,600292,EVT00043,season,103,A,29,34.86,B600292-2-349
7000593,600292,EVT00075,single,105,B,4,141.21,B600292-3-266
7000594,600293,EVT00003,single,101,C,15,91.55,B600293-1-992
7000595,600294,EVT00063,single,105,D,21,150.31,B600294-1-901
7000596,600295,EVT00021,single,GA,A,,117.81,B600295-1-999
7000597,600295,EVT00007,single,GA,C,,48.47,B600295-2-689
7000598,600296,EVT00056,single,,D,23,75.77,B600296-1-839
7000599,600296,EVT00076,single,104,A,2,35.31,B600296-2-351
7000600,600297,EVT00041,single,105,A,4,42.91,B600297-1-778
7000601,600297,EVT00040,single,GA,B,,75.66,B600297-2-103
7000602,600297,EVT00036,single,101,B,23,74.04,B600297-3-696
7000603,600298,EVT00054,vip,106,,2,55.17,B600298-1-105
7000604,600298,EVT00019,single,,,11,135.97,B600298-2-576
7000605,600299,EVT00072,single,,D,22,41.26,B600299-1-756
7000606,600300,EVT00077,single,102,D,1,181.39,B600300-1-386
7000607,600301,EVT00057,single,103,E,24,102.07,B600301-1-503
7000608,600301,EVT00034,single,101,C,17,61.39,B600301-2-956
7000609,600302,EVT00074,single,101,B,2,41.05,B600302-1-108
7000610,600302,EVT00067,youth,105,C,28,114.01,B600302-2-349
7000611,600303,EVT00024,single,104,E,16,194.2,B600303-1-969
7000612,600304,EVT00069,single,105,,23,165.58,B600304-1-656
7000613,600305,EVT00005,comp,106,E,23,0,B600305-1-825
7000614,600305,EVT00068,single,106,B,4,111.59,B600305-2-274
7000615,600306,EVT00061,youth,105,,4,25.88,B600306-1-776
7000616,600306,EVT00005,single,106,,6,155.14,B600306-2-364
7000617,600307,EVT00012,single,105,A,16,45.92,B600307-1-765
7000618,600307,EVT00012,single,GA,A,,102.18,B600307-2-983
7000619,600308,EVT00044,single,106,C,9,92.49,B600308-1-893
7000620,600309,EVT00043,season,105,B,25,52.51,B600309-1-735
7000621,600309,EVT00016,season,105,B,11,59.42,B600309-2-672
7000622,600309,EVT00075,single,105,,23,118.35,B600309-3-716
7000623,600310,EVT00035,youth,,C,22,125.53,B600310-1-115
7000624,600311,EVT00065,season,101,D,18,141.25,B600311-1-752
7000625,600311,EVT00076,season,102,,12,69.94,B600311-2-759
7000626,600312,EVT00038,vip,105,C,5,4.23,B600312-1-777
7000627,600312,EVT00053,single,105,C,11,4.37,B600312-2-868
7000628,600312,EVT00038,season,105,A,5,3.89,B600312-3-868
7000629,600312,EVT00037,season,101,E,27,4.96,B600312-4-788
7000630,600312,EVT00025,season,102,D,3,4.55,B600312-5-163
7000631,600313,EVT00009,youth,106,C,30,64.9,B600313-1-870
7000632,600313,EVT00037,single,104,,15,35.63,B600313-2-649
7000633,600313,EVT00021,single,,A,3,36.83,B600313-3-265
7000634,600313,EVT00011,single,105,B,21,42.78,B600313-4-354
7000635,600314,EVT00004,single,104,B,16,199.17,B600314-1-763
7000636,600315,EVT00044,single,104,B,28,53.8,B600315-1-130
7000637,600315,EVT00012,single,103,D,27,77.39,B600315-2-746
7000638,600315,EVT00064,single,104,E,20,79,B600315-3-598
7000639,600316,EVT00005,vip,GA,C,,99.91,B600316-1-190
7000640,600316,EVT00003,single,103,E,29,37.15,B600316-2-537
7000641,600316,EVT00079,single,102,E,1,77.58,B600316-3-794
7000642,600317,EVT00015,vip,GA,,,235.51,B600317-1-885
7000643,600318,EVT00022,single,105,D,19,59.47,B600318-1-731
7000644,600318,EVT00034,single,101,A,28,57.91,B600318-2-127
7000645,600319,EVT00029,single,GA,D,,30.9,B600319-1-955
7000646,600319,EVT00009,youth,102,B,1,84.41,B600319-2-675
7000647,600320,EVT00013,single,102,B,23,237.23,B600320-1-564
7000648,600321,EVT00068,single,104,A,2,30.55,B600321-1-869
7000649,600321,EVT00067,single,105,B,21,52.13,B600321-2-717
7000650,600322,EVT00068,single,GA,D,,39.9,B600322-1-664
7000651,600322,EVT00001,single,104,D,25,14.35,B600322-2-451
7000652,600323,EVT00063,single,103,B,26,83.73,B600323-1-864
7000653,600323,EVT00065,single,104,D,27,54.93,B600323-2-840
7000654,600324,EVT00074,single,105,,19,183.39,B600324-1-636
7000655,600325,EVT00052,single,106,D,25,10.5,B600325-1-311
7000656,600325,EVT00059,single,102,,23,30.32,B600325-2-971
7000657,600325,EVT00046,youth,104,D,15,28.48,B600325-3-380
7000658,600326,EVT00043,single,,E,6,33.79,B600326-1-746
7000659,600326,EVT00055,single,GA,E,,47.91,B600326-2-997
7000660,600326,EVT00016,single,,D,24,11.43,B600326-3-196
7000661,600327,EVT00072,single,102,E,2,191.61,B600327-1-365
7000662,600328,EVT00047,single,GA,B,,41.44,B600328-1-380
7000663,600328,EVT00036,single,102,E,15,84.26,B600328-2-203
7000664,600328,EVT00008,single,102,A,8,70.13,B600328-3-747
7000665,600329,EVT00022,single,106,,28,66.82,B600329-1-791
7000666,600329,EVT00046,youth,104,A,25,101.5,B600329-2-388
7000667,600330,EVT00020,single,106,B,10,36.54,B600330-1-695
7000668,600330,EVT00057,season,,C,4,16.29,B600330-2-667
7000669,600330,EVT00016,single,,D,18,43.21,B600330-3-714
7000670,600331,EVT00006,single,GA,A,,24.57,B600331-1-167
7000671,600331,EVT00045,single,101,E,12,19.92,B600331-2-550
7000672,600332,EVT00021,single,GA,D,,74.33,B600332-1-809
7000673,600332,EVT00049,youth,105,D,25,26.78,B600332-2-272
7000674,600333,EVT00016,single,,B,10,29.08,B600333-1-889
7000675,600333,EVT00046,single,102,A,30,29.49,B600333-2-909
7000676,600333,EVT00038,single,101,E,8,30.18,B600333-3-736
7000677,600334,EVT00054,single,102,B,20,46.31,B600334-1-575
7000678,600334,EVT00027,single,101,E,27,202.79,B600334-2-771
7000679,600335,EVT00060,single,103,C,18,30.14,B600335-1-728
7000680,600335,EVT00036,single,101,A,14,9.4,B600335-2-241
7000681,600335,EVT00009,single,103,B,12,45.89,B600335-3-599
7000682,600336,EVT00048,single,GA,,,62.82,B600336-1-630
7000683,600336,EVT00045,season,101,E,25,74.22,B600336-2-810
7000684,600337,EVT00071,vip,106,D,12,247.9,B600337-1-100
7000685,600338,EVT00029,single,104,,15,97.29,B600338-1-480
7000686,600339,EVT00022,season,101,D,4,49.33,B600339-1-708
7000687,600339,EVT00076,season,102,D,25,21.61,B600339-2-589
7000688,600339,EVT00031,season,101,D,13,28.2,B600339-3-864
7000689,600339,EVT00070,season,106,D,8,40.14,B600339-4-858
7000690,600340,EVT00016,season,102,D,24,3.84,B600340-1-370
7000691,600340,EVT00011,single,106,C,16,16.41,B600340-2-887
7000692,600340,EVT00073,season,106,E,15,8.84,B600340-3-260
7000693,600340,EVT00040,vip,103,D,20,20.61,B600340-4-906
7000694,600341,EVT00032,single,106,E,11,71.04,B600341-1-283
7000695,600341,EVT00027,single,GA,E,,74.48,B600341-2-527
7000696,600342,EVT00075,single,104,E,28,22.35,B600342-1-289
7000697,600342,EVT00026,single,102,C,16,4.3,B600342-2-216
7000698,600342,EVT00080,vip,104,E,4,13.31,B600342-3-574
7000699,600342,EVT00067,single,105,,19,3.89,B600342-4-774
7000700,600343,EVT00049,single,GA,C,,10.21,B600343-1-890
7000701,600343,EVT00056,single,104,D,6,40.43,B600343-2-893
7000702,600344,EVT00035,youth,,C,16,53.32,B600344-1-385
7000703,600344,EVT00002,single,,D,14,38.2,B600344-2-823
7000704,600344,EVT00020,single,102,,9,26.34,B600344-3-169
7000705,600345,EVT00001,vip,103,A,2,1.72,B600345-1-215
7000706,600345,EVT00060,single,106,C,26,9.71,B600345-2-587
7000707,600345,EVT00034,single,106,A,10,7.96,B600345-3-824
7000708,600346,EVT00039,single,102,D,3,159.32,B600346-1-323
7000709,600347,EVT00017,single,,C,29,137.92,B600347-1-409
7000710,600347,EVT00023,vip,102,B,20,86.42,B600347-2-945
7000711,600348,EVT00037,single,102,D,21,54.45,B600348-1-647
7000712,600348,EVT00057,youth,GA,E,,75.91,B600348-2-575
7000713,600349,EVT00026,single,,A,1,212.07,B600349-1-401
7000714,600350,EVT00063,season,102,D,13,25.51,B600350-1-150
7000715,600350,EVT00010,season,101,,17,7.68,B600350-2-377
7000716,600350,EVT00030,season,101,D,1,26.44,B600350-3-232
7000717,600351,EVT00039,season,105,C,30,21.64,B600351-1-544
7000718,600351,EVT00007,youth,102,,17,35.46,B600351-2-276
7000719,600352,EVT00003,single,,E,13,108.53,B600352-1-960
7000720,600353,EVT00022,single,101,C,24,44.74,B600353-1-368
7000721,600353,EVT00035,single,101,A,8,82.5,B600353-2-658
7000722,600354,EVT00005,season,,,3,6.39,B600354-1-871
7000723,600354,EVT00070,season,101,C,28,3.29,B600354-2-205
7000724,600354,EVT00065,season,106,,5,12.65,B600354-3-146
7000725,600354,EVT00024,season,106,B,22,5.66,B600354-4-225
7000726,600355,EVT00039,season,GA,,,3.14,B600355-1-270
7000727,600355,EVT00040,season,104,E,5,4.12,B600355-2-913
7000728,600355,EVT00024,season,102,,23,1.6,B600355-3-983
7000729,600355,EVT00060,single,102,C,12,1.97,B600355-4-820
7000730,600355,EVT00017,season,,,6,2.26,B600355-5-713
7000731,600355,EVT00058,vip,102,C,22,4.96,B600355-6-550
7000732,600356,EVT00047,season,GA,A,,80.6,B600356-1-795
7000733,600356,EVT00024,season,GA,B,,109.74,B600356-2-584
7000734,600356,EVT00017,single,GA,C,,24.06,B600356-3-212
7000735,600357,EVT00005,single,103,B,15,82.19,B600357-1-558
7000736,600357,EVT00080,season,103,,24,83.72,B600357-2-152
7000737,600358,EVT00009,single,103,,22,86.07,B600358-1-996
7000738,600358,EVT00055,season,101,,2,84.11,B600358-2-974
7000739,600359,EVT00074,single,106,E,3,45.28,B600359-1-947
7000740,600359,EVT00062,season,104,D,24,82.2,B600359-2-961
7000741,600360,EVT00015,single,106,A,14,170.03,B600360-1-297
7000742,600360,EVT00074,single,105,C,23,65.59,B600360-2-490
7000743,600361,EVT00044,single,105,E,19,86.59,B600361-1-555
7000744,600361,EVT00073,single,101,B,20,71.52,B600361-2-179
7000745,600361,EVT00040,single,103,D,18,47.88,B600361-3-247
7000746,600361,EVT00060,single,GA,D,,39.38,B600361-4-540
7000747,600362,EVT00055,single,104,A,22,71.84,B600362-1-592
7000748,600362,EVT00059,single,GA,A,,150.82,B600362-2-241
7000749,600363,EVT00024,single,,,13,67.07,B600363-1-393
7000750,600364,EVT00006,single,,B,22,81.05,B600364-1-983
7000751,600364,EVT00020,single,106,C,17,76.47,B600364-2-935
7000752,600365,EVT00029,single,105,E,16,59.09,B600365-1-573
7000753,600365,EVT00025,single,105,D,20,138.7,B600365-2-810
7000754,600366,EVT00011,season,102,D,12,11.48,B600366-1-766
7000755,600366,EVT00034,season,GA,E,,14.51,B600366-2-993
